,DATA,TITULO,KW,RESUMO,URL,TARGET
0,2019-03-05 00:00:00,PM é baleado na cabeça quando chegava para trabalhar na Rocinha,"['saúde', 'soldado', 'polícia', 'upp', 'rocinhaele', 'baleado', 'policiais', 'pm', 'cabeça', 'volta', 'serviço', 'chegava', 'rocinha', 'unidade']","PM é baleado na cabeça quando chegava para trabalhar na RocinhaEle ia assumir o serviço com outros policiais no Largo do Boiadeiro, por volta das 7h30, quando foi atacado por criminosos que atuam na comunidade que conta com uma Unidade de Polícia Pacificadora (UPP).
O estado de saúde do soldado é gravePor O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/03/5625213-pm-e-baleado-na-cabeca-quando-chegava-para-trabalhar-na-rocinha.html
",1
1,2019-03-08 00:00:00,"Filho do ex-jogador Cafuringa, professor de jiu-jítsu é assassinado no Rio","['exjogador', 'jiujítsu', 'assassinado', 'filho', 'rodrigo', 'cafú', 'vítima', 'tiros', 'rio', 'professor', 'zona', 'moto', 'cafuringa']","O professor de jiu-jítsu Rodrigo Fernandes, filho do ex-jogador Cafuringa, foi assassinado a tiros na noite de ontem no bairro do Andaraí, na zona norte da cidade do Rio de Janeiro.
Amigo da vítima, Wagner Henrique esteve com o professor de jiu-jítsu dias antes do crime e lembrou que ele estava tranquilo e feliz.
Rodrigo Cafú é filho do ex-jogador de futebol Cafuringa, que atuou nos anos 1970, defendendo Fluminense, Botafogo e Bangu.
VEJA LANCES DE CAFURINGA UOL EsporteO filho de Cafuringa tentou seguir a carreira do pai no futebol, mas não teve êxito e virou professor de jiu-jítsu.
Nas redes sociais, outros amigos de Rodrigo Cafú lamentaram a morte dele.","https://noticias.uol.com.br/cotidiano/ultimas-noticias/2019/03/08/filho-do-ex-jogador-cafuringa-professor-e-executado-no-rio-de-janeiro.htm
",1
2,2019-02-14 00:00:00,Homem mata esposa e amante a tiros e comete suicídio em Boa Vista,"['suicídio', 'comete', 'mata', 'albério', 'vista', 'efetuados', 'carro', 'seguida', 'esposa', 'homem', 'chegou', 'luciene', 'pm', 'tiros', 'polícia', 'amante', 'vinicius']","Um homem identificado como Vinicius Seabra matou a tiros a própria esposa, Luciene Mayer, e o amante, Albério Magalhães, e em seguida se suicidou na tarde desta quinta-feira (14), em Boa Vista , informou a Polícia Militar.
Os tiros foram efetuados com uma pistola calibre 380, segundo a PM.
De acordo com a PM, durante a tarde Luciene chegou em um carro, estacionou próximo a uma distribuidora e entrou em uma picape em que estava Albério.
Luciene e Albério foram assassinados ainda dentro do carro.
Conforme um amigo do casal, Vinicius e Luciene estavam juntos há nove anos, e há dois dias haviam formalizado a união.","https://g1.globo.com/rr/roraima/noticia/2019/02/14/homem-mata-esposa-e-amante-a-tiros-e-comete-suicidio-em-boa-vista.ghtml
",1
3,2019-02-15 00:00:00,"Áudios apontam que jovem estava preso antes de suposta troca de tiros com PMs, em Aragarças","['apontam', 'preso', 'menino', 'troca', 'jeferson', 'carro', 'áudios', 'aragarças', 'suposta', 'tiros', 'morreu', 'pms', 'polícia', 'família', 'jovem']","Áudios apontam que jovem estava preso antes de suposta troca de tiros com PMs, em GoiásA Polícia Civil investiga áudios que um jovem teria enviado à família pouco antes de morrer, em Aragarças , na região oeste de Goiás.
“Esses áudios estão circulando em redes sociais desde o dia que o Jeferson morreu.
Ele teria encaminhado os áudios, antes do confronto policial, para a mãe e a namorada dizendo que estava preso.
Conforme o delegado, os policiais relataram que foram recebidos a tiros por Jeferson antes mesmo de o abordarem.
No entanto, se a vítima mandou os áudios à família dizendo que estava preso, a versão dos PMs pode ser questionada.","https://g1.globo.com/go/goias/noticia/2019/02/15/audios-apontam-que-jovem-estava-preso-antes-de-suposta-troca-de-tiros-com-pms-em-aragarcas.ghtml
",1
4,2019-02-15 00:00:00,Miss ES tem arma apontada para a cabeça ao ter o carro roubado,"['perseguição', 'thainá', 'suspeitos', 'velha', 'municipal', 'cabeça', 'apontada', 'roubado', 'guarda', 'vila', 'miss', 'carro', 'arma', 'es']","Os suspeitos foram presos e levados para a Delegacia Regional de Vila Velha depois de serem perseguidos pela Guarda Municipal.
Miss do ES tem carro roubado e sofre sequestro relâmpago, no ES — Foto: Manoel Neto/ TV GazetaA miss contou que foi levada pelo criminoso e deixada minutos depois no centro da cidade.
PerseguiçãoDois homens com um carro roubado foram detidos no final da tarde dessa quinta-feira (14), na Avenida Francelina Setúbal, em Itapoã, Vila Velha, durante perseguição da Guarda Municipal.
Na fuga, os suspeitos bateram em quatro carros, incluindo uma viatura da própria Guarda Municipal, que tentava fechar o cerco.
Dois suspeitos com carro roubado são presos após perseguição por ruas de Vila Velha","https://g1.globo.com/es/espirito-santo/noticia/2019/02/15/miss-es-tem-arma-apontada-para-a-cabeca-ao-ter-o-carro-roubado.ghtml
",1
5,2019-02-11 00:00:00,Homem é morto a tiros em lava jato na Zona Sul de Manaus,"['morro', 'lava', 'madrugada', 'morto', 'sul', 'segundafeira', 'manaus', 'homem', 'surpreendido', 'tiros', 'liberdade', 'zona', 'jato']","Um homem de 33 anos foi morto a tiros no bairro Morro da Liberdade, na Zona Sul de Manaus, na madrugada de segunda-feira (11).
Ele estava em um lava jato e bar quando foi surpreendido por atiradores não identificados.
Outras seis pessoas que estavam no local também foram feridas durante o crime.","https://g1.globo.com/am/amazonas/noticia/2019/02/11/homem-e-morto-a-tiros-em-lava-jato-na-zona-sul-de-manaus.ghtml
",1
6,2019-02-11 00:00:00,Jovem é morto a tiros na frente da namorada em bairro de Rio Branco,"['samu', 'morto', 'segundafeira', 'souza', 'branco', 'bairro', 'velha', 'sobral', 'região', 'namorada', 'tiros', 'ocorreu', 'rio', 'frente', 'jovem']","Jovem é morto a tiros na frente da namorada em bairro de Rio BrancoCrime ocorreu nesta segunda-feira (11), no bairro Bahia Velha, região da Baixada da Sobral.
Marcos Anderson de Souza, de 28 anos, morreu no local antes da chegada do Samu.","https://g1.globo.com/ac/acre/noticia/2019/02/11/jovem-e-morto-a-tiros-na-frente-da-namorada-em-bairro-de-rio-branco.ghtml
",1
7,2019-02-14 00:00:00,Criança morre baleada na Zona Norte e moradores acusam policiais de serem os autores de disparo,"['serem', 'menina', 'ônibus', 'moradores', 'norte', 'redes', 'triagem', 'autores', 'disparo', 'militar', 'polícia', 'zona', 'foto', 'policiais', 'morre', 'baleada', 'rua', 'criança', 'reprodução']","Criança morre baleada e moradores bloqueiam o trânsito em protesto no RioMoradores da região acusam policiais militares de serem os autores dos disparos.
A Polícia Militar, no entanto, afirma que a criança já estava morta quando equipes chegaram ao local e a socorreram.
Oficialmente, a Secretaria de Polícia Militar informou que, segundo o comandante do 3º Batalhão de Polícia Militar (Méier), equipes foram acionadas para checar um roubo de carga e, ao chegarem ao local, se depararam com pessoas carregando uma criança ferida.
A Polícia Militar acompanhou o protesto.
Um ônibus foi incendiado durante protesto em Triagem — Foto: Reprodução/Redes SociaisPor conta do tiroteio, a estação de Metrô Triagem ficou fechada por cerca de 10 minutos.","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/02/14/crianca-morre-baleada-na-zona-norte-e-moradores-bloqueiam-o-transito-em-protesto.ghtml
",1
8,2019-02-12 00:00:00,Mãe diz que ouviu disparo que matou a filha na porta de casa: 'Minha vida acabou',"['casa', 'preso', 'sp', 'matou', 'suspeito', 'ouviu', 'relacionamento', 'filha', 'disparo', 'saía', 'vida', 'acabou', 'porta', 'mãe', 'tupã']","Mãe diz que ouviu disparo que matou a filha na porta de casa: 'Minha vida acabou'Vítima saía para trabalhar quando foi atingida no peito, em Tupã (SP).
Mãe diz que suspeito, ex-namorado da jovem que foi preso, não aceitava fim do relacionamento e estava ameaçando a filha.","https://g1.globo.com/sp/bauru-marilia/noticia/2019/02/12/mae-diz-que-ouviu-disparo-que-matou-a-filha-na-porta-de-casa-minha-vida-acabou.ghtml
",1
9,,Prisão por posse ilegal e disparo de arma de fogo,"['suspeito', 'intactas', 'ilegal', 'fogo', 'munições', 'veículo', 'revólver', 'rua', 'disparo', 'homem', 'volta', 'responderá', 'posse', 'prisão', 'arma']","Por volta das 21h15 de domingo (03), uma guarnição da Brigada Militar deslocou na Rua Flávio Milani, Loteamento Cotrel, onde havia denúncia de disparos de arma de fogo.
No local foi avistado um suspeito adentrando em um veículo.
O mesmo foi abordado e no banco do carona foi encontrado um revólver calibre 38 com seis munições intactas.
No bolso de sua calça foram encontrados ainda treze munições intactas e duas deflagradas.
Após ser ouvido o homem foi liberado e responderá em liberdade.","https://jornalboavista.com.br/04022019prisao-por-posse-ilegal-e-disparo-de-arma-de-fogo
",1
